Username: player1
Created @ 2020-08-08T20:07:24.646522700
Password:  1234


__SIGN IN__ | @ 2020-08-08T20:07:24.662542800 | Message: No Message
__EFFECTS VISITED__ | @ 2020-08-08T20:22:13.191601 | Message: Effect: DoubleSpellPowers{}
__EFFECTS VISITED__ | @ 2020-08-08T20:22:13.191601 | Message: Effect: RestoreLife{life=1, sourcePlayerIndex=2, filter=CardFilter{selectingCardMethod=ONE_RANDOM, cardGroup=FRIEND_MINIONS_DAMAGED, type=null, cardClass=null, sourceCard=null}}, on Models: []
__EFFECTS VISITED__ | @ 2020-08-08T20:22:13.191601 | Message: Effect: AddCost{cost=-2, sourcePlayerIndex=2, filter=CardFilter{selectingCardMethod=DETERMINED_GROUP, cardGroup=FRIENDS_DECK_HAND, type=[Spell], cardClass=null, sourceCard=null}}, on Models: [models.cards.Spell@1e122be0, models.cards.Spell@56dc323b, models.cards.Spell@51936202, models.cards.Spell@617d98d0]
__GAME REPORT__ | @ 2020-08-08T20:22:13.191601 | Message: Shuffling Cards...
__GAME REPORT__ | @ 2020-08-08T20:22:16.566411900 | Message: Giving players starting cards
__GAME REPORT__ | @ 2020-08-08T20:22:16.566411900 | Message: Draw Card -> Ironfur Grizzly
__EFFECTS VISITED__ | @ 2020-08-08T20:22:16.566411900 | Message: Effect: AddCost{cost=-1, sourcePlayerIndex=1, filter=CardFilter{selectingCardMethod=RECENTLY_RECEIVED_CARD, cardGroup=null, type=null, cardClass=null, sourceCard=null}}, on Models: [models.cards.Minion@130ca27a]
__GAME REPORT__ | @ 2020-08-08T20:22:16.567416100 | Message: Draw Card -> High Priest Amet
__EFFECTS VISITED__ | @ 2020-08-08T20:22:16.567416100 | Message: Effect: AddCost{cost=-1, sourcePlayerIndex=1, filter=CardFilter{selectingCardMethod=RECENTLY_RECEIVED_CARD, cardGroup=null, type=null, cardClass=null, sourceCard=null}}, on Models: [models.cards.Minion@5b73f747]
__GAME REPORT__ | @ 2020-08-08T20:22:16.567416100 | Message: Draw Card -> RaidLeader
__GAME REPORT__ | @ 2020-08-08T20:22:16.567416100 | Message: Draw Card -> AmaniWarBear
__GAME REPORT__ | @ 2020-08-08T20:22:16.567416100 | Message: Draw Card -> High Priest Amet
__EFFECTS VISITED__ | @ 2020-08-08T20:22:16.567416100 | Message: Effect: AddCost{cost=-1, sourcePlayerIndex=1, filter=CardFilter{selectingCardMethod=RECENTLY_RECEIVED_CARD, cardGroup=null, type=null, cardClass=null, sourceCard=null}}, on Models: [models.cards.Minion@4e672c09]
__GAME REPORT__ | @ 2020-08-08T20:22:16.568413400 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-08T20:22:20.119010 | Message: Draw Card -> Sorcerer's Apprentice
__GAME REPORT__ | @ 2020-08-08T20:22:20.119010 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-08T20:22:20.371217100 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-08-08T20:22:21.821394400 | Message: Draw Card -> Lightwarden
__EFFECTS VISITED__ | @ 2020-08-08T20:22:21.821394400 | Message: Effect: AddCost{cost=-1, sourcePlayerIndex=1, filter=CardFilter{selectingCardMethod=RECENTLY_RECEIVED_CARD, cardGroup=null, type=null, cardClass=null, sourceCard=null}}, on Models: [models.cards.Minion@767d0c26]
__GAME REPORT__ | @ 2020-08-08T20:22:21.821394400 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-08T20:22:22.102434900 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-08-08T20:22:23.190490300 | Message: Draw Card -> Healing Touch
__GAME REPORT__ | @ 2020-08-08T20:22:23.190952300 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-08T20:22:23.487921700 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-08-08T20:22:25.275075 | Message: Draw Card -> Hir'eek the Bat
__EFFECTS VISITED__ | @ 2020-08-08T20:22:25.276601300 | Message: Effect: AddCost{cost=-1, sourcePlayerIndex=1, filter=CardFilter{selectingCardMethod=RECENTLY_RECEIVED_CARD, cardGroup=null, type=null, cardClass=null, sourceCard=null}}, on Models: [models.cards.Minion@846d8f8]
__GAME REPORT__ | @ 2020-08-08T20:22:25.276601300 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-08T20:22:25.591523400 | Message: Turn Ended.
__SIGN IN__ | @ 2020-08-08T20:28:57.615650600 | Message: No Message
__ROOM CHANGE__ | @ 2020-08-08T20:28:58.530197900 | Message: home
__BUTTON CLICK__ | @ 2020-08-08T20:29:12.948826200 | Message: button -> Play Online
__SUCCESSFUL ACTION__ | @ 2020-08-08T20:29:12.950851700 | Message: Play Access Granted
__GAME REPORT__ | @ 2020-08-08T20:29:14.470239200 | Message: Game Begins
__ROOM CHANGE__ | @ 2020-08-08T20:29:14.606523600 | Message: play
__GAME REPORT__ | @ 2020-08-08T20:29:16.120211900 | Message: Activated Passive -> Mana Jump
__GAME REPORT__ | @ 2020-08-08T20:29:17.624904400 | Message: Activated Passive -> Twice Draw
__GAME REPORT__ | @ 2020-08-08T20:29:17.624904400 | Message: Shuffling Cards...
__GAME REPORT__ | @ 2020-08-08T20:29:21.543867400 | Message: Giving players starting cards
__GAME REPORT__ | @ 2020-08-08T20:29:21.544866700 | Message: Draw Card -> RaidLeader
__GAME REPORT__ | @ 2020-08-08T20:29:21.544866700 | Message: Draw Card -> Crazed Chemist
__GAME REPORT__ | @ 2020-08-08T20:29:21.544866700 | Message: Draw Card -> Lightwarden
__GAME REPORT__ | @ 2020-08-08T20:29:21.544866700 | Message: Draw Card -> High Priest Amet
__GAME REPORT__ | @ 2020-08-08T20:29:21.544866700 | Message: Draw Card -> AmaniWarBear
__GAME REPORT__ | @ 2020-08-08T20:29:21.545871200 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-08T20:29:25.946965900 | Message: Draw Card -> Light's Justice
__GAME REPORT__ | @ 2020-08-08T20:29:25.946965900 | Message: Draw Card -> Ironfur Grizzly
__GAME REPORT__ | @ 2020-08-08T20:29:25.947964400 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-08T20:29:26.389435500 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-08-08T20:29:28.945702500 | Message: Draw Card -> Healing Touch
__GAME REPORT__ | @ 2020-08-08T20:29:28.945702500 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-08T20:29:29.289419300 | Message: Turn Ended.
__REPORT__ | @ 2020-08-08T20:30:11.024813700 | Message: Input: P1Board, Index: 3
__SIGN IN__ | @ 2020-08-08T20:32:49.482031700 | Message: No Message
__ROOM CHANGE__ | @ 2020-08-08T20:32:50.484014300 | Message: home
__BUTTON CLICK__ | @ 2020-08-08T20:32:56.139784100 | Message: button -> Play Online
__SUCCESSFUL ACTION__ | @ 2020-08-08T20:32:56.139784100 | Message: Play Access Granted
__GAME REPORT__ | @ 2020-08-08T20:32:57.531637800 | Message: Game Begins
__ROOM CHANGE__ | @ 2020-08-08T20:32:57.673404300 | Message: play
__GAME REPORT__ | @ 2020-08-08T20:32:59.327943300 | Message: Activated Passive -> Nurse
__GAME REPORT__ | @ 2020-08-08T20:33:01.203793100 | Message: Activated Passive -> Mana Jump
__GAME REPORT__ | @ 2020-08-08T20:33:01.203793100 | Message: Shuffling Cards...
__GAME REPORT__ | @ 2020-08-08T20:33:05.787687300 | Message: Giving players starting cards
__GAME REPORT__ | @ 2020-08-08T20:33:05.788440500 | Message: Draw Card -> Sorcerer's Apprentice
__GAME REPORT__ | @ 2020-08-08T20:33:05.788604300 | Message: Draw Card -> RaidLeader
__GAME REPORT__ | @ 2020-08-08T20:33:05.788604300 | Message: Draw Card -> High Priest Amet
__GAME REPORT__ | @ 2020-08-08T20:33:05.788604300 | Message: Draw Card -> Light's Justice
__GAME REPORT__ | @ 2020-08-08T20:33:05.789157700 | Message: Draw Card -> Pyroblast
__GAME REPORT__ | @ 2020-08-08T20:33:05.790403 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-08T20:33:09.291175500 | Message: Draw Card -> Temple Enforcer
__GAME REPORT__ | @ 2020-08-08T20:33:09.292479700 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-08T20:33:09.631451600 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-08-08T20:33:10.702210400 | Message: Draw Card -> Crazed Chemist
__GAME REPORT__ | @ 2020-08-08T20:33:10.702210400 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-08T20:33:10.932655700 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-08-08T20:33:14.244090700 | Message: Draw Card -> Hir'eek the Bat
__GAME REPORT__ | @ 2020-08-08T20:33:14.244090700 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-08T20:33:14.685283600 | Message: Turn Ended.
__BUTTON CLICK__ | @ 2020-08-08T20:33:59.765750700 | Message: Exit Button
__SIGN OUT__ | @ 2020-08-08T20:33:59.767401200 | Message: No Message
__SIGN IN__ | @ 2020-08-08T20:40:27.622168 | Message: No Message
__ROOM CHANGE__ | @ 2020-08-08T20:40:28.833963400 | Message: home
__BUTTON CLICK__ | @ 2020-08-08T20:40:43.979415100 | Message: button -> Play Online
__SUCCESSFUL ACTION__ | @ 2020-08-08T20:40:43.984364800 | Message: Play Access Granted
__GAME REPORT__ | @ 2020-08-08T20:40:45.744854100 | Message: Game Begins
__ROOM CHANGE__ | @ 2020-08-08T20:40:45.889312500 | Message: play
__GAME REPORT__ | @ 2020-08-08T20:40:47.376822100 | Message: Activated Passive -> Zombie
__GAME REPORT__ | @ 2020-08-08T20:40:48.666859800 | Message: Activated Passive -> Warriors
__GAME REPORT__ | @ 2020-08-08T20:40:48.671860700 | Message: Shuffling Cards...
__GAME REPORT__ | @ 2020-08-08T20:40:52.720925300 | Message: Giving players starting cards
__GAME REPORT__ | @ 2020-08-08T20:40:52.720925300 | Message: Draw Card -> Healing Touch
__GAME REPORT__ | @ 2020-08-08T20:40:52.721698 | Message: Draw Card -> Healing Touch
__GAME REPORT__ | @ 2020-08-08T20:40:52.721965600 | Message: Draw Card -> Temple Enforcer
__GAME REPORT__ | @ 2020-08-08T20:40:52.722055800 | Message: Draw Card -> Lightwarden
__GAME REPORT__ | @ 2020-08-08T20:40:52.722055800 | Message: Draw Card -> RaidLeader
__GAME REPORT__ | @ 2020-08-08T20:40:52.723055800 | Message: Turn Begins
__REPORT__ | @ 2020-08-08T20:40:54.284306100 | Message: Clicked On Point: java.awt.Point[x=1185,y=354], other
__GAME REPORT__ | @ 2020-08-08T20:40:56.911108100 | Message: Draw Card -> Healing Touch
__GAME REPORT__ | @ 2020-08-08T20:40:56.911660100 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-08T20:40:57.287383700 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-08-08T20:40:58.409145800 | Message: Draw Card -> Crazed Chemist
__GAME REPORT__ | @ 2020-08-08T20:40:58.409145800 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-08T20:40:58.754835700 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-08-08T20:41:00.024068200 | Message: Draw Card -> Ironfur Grizzly
__GAME REPORT__ | @ 2020-08-08T20:41:00.024068200 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-08T20:41:00.374650500 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-08-08T20:41:01.233997800 | Message: Draw Card -> Pyroblast
__GAME REPORT__ | @ 2020-08-08T20:41:01.233997800 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-08T20:41:01.521125800 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-08-08T20:41:02.935270100 | Message: Draw Card -> Light's Justice
__GAME REPORT__ | @ 2020-08-08T20:41:02.935270100 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-08T20:41:03.167056700 | Message: Turn Ended.
__REPORT__ | @ 2020-08-08T20:41:18.856951600 | Message: Clicked On Point: java.awt.Point[x=672,y=89], P1Board
__REPORT__ | @ 2020-08-08T20:41:18.859519700 | Message: Input: P1Board, Index: 4
__SIGN IN__ | @ 2020-08-08T20:53:04.771630200 | Message: No Message
__ROOM CHANGE__ | @ 2020-08-08T20:53:05.723154500 | Message: home
__BUTTON CLICK__ | @ 2020-08-08T20:53:13.019634200 | Message: button -> Play Online
__SUCCESSFUL ACTION__ | @ 2020-08-08T20:53:13.024083800 | Message: Play Access Granted
__GAME REPORT__ | @ 2020-08-08T20:53:14.094547100 | Message: Game Begins
__ROOM CHANGE__ | @ 2020-08-08T20:53:14.231135 | Message: play
__GAME REPORT__ | @ 2020-08-08T20:53:15.692927300 | Message: Activated Passive -> Mana Jump
__GAME REPORT__ | @ 2020-08-08T20:53:16.685353800 | Message: Activated Passive -> Free Power
__GAME REPORT__ | @ 2020-08-08T20:53:16.685353800 | Message: Shuffling Cards...
__GAME REPORT__ | @ 2020-08-08T20:53:20.172549100 | Message: Giving players starting cards
__GAME REPORT__ | @ 2020-08-08T20:53:20.172549100 | Message: Draw Card -> RaidLeader
__GAME REPORT__ | @ 2020-08-08T20:53:20.172549100 | Message: Draw Card -> Healing Touch
__GAME REPORT__ | @ 2020-08-08T20:53:20.172549100 | Message: Draw Card -> High Priest Amet
__GAME REPORT__ | @ 2020-08-08T20:53:20.173548700 | Message: Draw Card -> High Priest Amet
__GAME REPORT__ | @ 2020-08-08T20:53:20.173548700 | Message: Draw Card -> AmaniWarBear
__GAME REPORT__ | @ 2020-08-08T20:53:20.174561200 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-08T20:53:24.590921400 | Message: Draw Card -> Ironfur Grizzly
__GAME REPORT__ | @ 2020-08-08T20:53:24.590921400 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-08T20:53:25.021224200 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-08-08T20:53:25.857348 | Message: Draw Card -> Pyroblast
__GAME REPORT__ | @ 2020-08-08T20:53:25.857348 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-08T20:53:26.384097 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-08-08T20:53:27.265095400 | Message: Draw Card -> Temple Enforcer
__GAME REPORT__ | @ 2020-08-08T20:53:27.265095400 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-08T20:53:27.668315700 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-08-08T20:53:28.966400200 | Message: Draw Card -> AmaniWarBear
__GAME REPORT__ | @ 2020-08-08T20:53:28.966400200 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-08T20:53:29.281837800 | Message: Turn Ended.
__SIGN IN__ | @ 2020-08-08T20:59:08.778841500 | Message: No Message
__ROOM CHANGE__ | @ 2020-08-08T20:59:09.702054500 | Message: home
__BUTTON CLICK__ | @ 2020-08-08T20:59:19.649566400 | Message: button -> Play Online
__SUCCESSFUL ACTION__ | @ 2020-08-08T20:59:19.653533700 | Message: Play Access Granted
__GAME REPORT__ | @ 2020-08-08T20:59:20.853772200 | Message: Game Begins
__ROOM CHANGE__ | @ 2020-08-08T20:59:20.991076900 | Message: play
__GAME REPORT__ | @ 2020-08-08T20:59:22.308840900 | Message: Activated Passive -> Zombie
__GAME REPORT__ | @ 2020-08-08T20:59:23.363380300 | Message: Activated Passive -> Nurse
__GAME REPORT__ | @ 2020-08-08T20:59:23.363380300 | Message: Shuffling Cards...
__GAME REPORT__ | @ 2020-08-08T20:59:26.187537700 | Message: Giving players starting cards
__GAME REPORT__ | @ 2020-08-08T20:59:26.187537700 | Message: Draw Card -> RaidLeader
__GAME REPORT__ | @ 2020-08-08T20:59:26.187537700 | Message: Draw Card -> AmaniWarBear
__GAME REPORT__ | @ 2020-08-08T20:59:26.187537700 | Message: Draw Card -> Lightwarden
__GAME REPORT__ | @ 2020-08-08T20:59:26.188678500 | Message: Draw Card -> High Priest Amet
__GAME REPORT__ | @ 2020-08-08T20:59:26.188782900 | Message: Draw Card -> Crazed Chemist
__GAME REPORT__ | @ 2020-08-08T20:59:26.189599900 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-08T20:59:33.822200700 | Message: Draw Card -> Hir'eek the Bat
__GAME REPORT__ | @ 2020-08-08T20:59:33.822200700 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-08T20:59:34.158326600 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-08-08T20:59:35.186543400 | Message: Draw Card -> RaidLeader
__GAME REPORT__ | @ 2020-08-08T20:59:35.186543400 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-08T20:59:35.501547400 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-08-08T20:59:37.051173300 | Message: Draw Card -> Temple Enforcer
__GAME REPORT__ | @ 2020-08-08T20:59:37.051173300 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-08T20:59:37.371653800 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-08-08T20:59:38.300349500 | Message: Draw Card -> Healing Touch
__GAME REPORT__ | @ 2020-08-08T20:59:38.302651 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-08T20:59:38.638300600 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-08-08T20:59:39.950032600 | Message: Draw Card -> Temple Enforcer
__GAME REPORT__ | @ 2020-08-08T20:59:39.950032600 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-08T20:59:40.286397400 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-08-08T20:59:41.893296800 | Message: Draw Card -> AmaniWarBear
__GAME REPORT__ | @ 2020-08-08T20:59:41.893296800 | Message: Turn Begins
